accession,filename,size_bp,size_kb,size_mb
PX977793,PX977793.fasta,152414,152.41,0.152
PX977812,PX977812.1.fasta,155362,155.36,0.155
PX980496,PX980496.fasta,176619,176.62,0.177
PX984400,PX984400.fasta,150781,150.78,0.151
PX987619,PX987619.fasta,162312,162.31,0.162
PX987620,PX987620.fasta,163763,163.76,0.164
PX991867,PX991867.fasta,156695,156.69,0.157
PX993303,PX993303.fasta,152228,152.23,0.152
PX999251,PX999251.fasta,122847,122.85,0.123
PX999252,PX999252.fasta,123478,123.48,0.123
PX999253,PX999253.fasta,124682,124.68,0.125
PX999255,PX999255.fasta,122187,122.19,0.122
PX999661,PX999661.fasta,154573,154.57,0.155
PZ011229,PZ011229.fasta,163780,163.78,0.164
PZ011248,PZ011248.fasta,155890,155.89,0.156
PZ011249,PZ011249.fasta,152183,152.18,0.152
PZ015912,PZ015912.fasta,153521,153.52,0.154
PZ015913,PZ015913.fasta,153076,153.08,0.153
PZ015914,PZ015914.fasta,152127,152.13,0.152
PZ015915,PZ015915.fasta,152029,152.03,0.152
PZ015916,PZ015916.fasta,153478,153.48,0.153
PZ015917,PZ015917.fasta,152938,152.94,0.153
PZ015918,PZ015918.fasta,153513,153.51,0.154
PZ015919,PZ015919.fasta,153281,153.28,0.153
PZ015920,PZ015920.fasta,153082,153.08,0.153
PZ015921,PZ015921.fasta,153315,153.31,0.153
PZ015922,PZ015922.fasta,152759,152.76,0.153
PZ015923,PZ015923.fasta,153271,153.27,0.153
PZ033175,PZ033175.fasta,153673,153.67,0.154
PZ033183,PZ033183.fasta,156404,156.4,0.156
PZ054906,PZ054906.fasta,156613,156.61,0.157
PZ054916,PZ054916.fasta,153290,153.29,0.153
PZ054917,PZ054917.fasta,161655,161.66,0.162
PZ055112,PZ055112.fasta,150474,150.47,0.15
PZ055524,PZ055524.fasta,160528,160.53,0.161
PZ059920,PZ059920.fasta,160933,160.93,0.161
PZ087074,PZ087074.fasta,158013,158.01,0.158
PZ091436,PZ091436.fasta,155821,155.82,0.156
PZ094841,PZ094841.fasta,150911,150.91,0.151
PZ094977,PZ094977.fasta,144811,144.81,0.145
PZ094978,PZ094978.1.fasta,124702,124.7,0.125
PZ094979,PZ094979.fasta,154550,154.55,0.155
PZ094980,PZ094980.fasta,155512,155.51,0.156
PZ094981,PZ094981.fasta,155430,155.43,0.155
PZ094982,PZ094982.fasta,158514,158.51,0.159
PZ094983,PZ094983.fasta,158429,158.43,0.158
PZ094984,PZ094984.fasta,160640,160.64,0.161
PZ094985,PZ094985.fasta,160524,160.52,0.161
PZ094986,PZ094986.fasta,160629,160.63,0.161
PZ094987,PZ094987.fasta,160438,160.44,0.16
PZ094988,PZ094988.fasta,160560,160.56,0.161
PZ094989,PZ094989.fasta,160624,160.62,0.161
PZ094990,PZ094990.fasta,160309,160.31,0.16
PZ094991,PZ094991.fasta,160284,160.28,0.16
PZ094992,PZ094992.fasta,160405,160.41,0.16
PZ094993,PZ094993.fasta,131295,131.29,0.131
PZ095193,PZ095193.fasta,144735,144.74,0.145
PZ095194,PZ095194.fasta,144812,144.81,0.145
PZ095195,PZ095195.fasta,144829,144.83,0.145
PZ095197,PZ095197.fasta,144811,144.81,0.145
PZ095198,PZ095198.fasta,122518,122.52,0.123
PZ095199,PZ095199.fasta,155145,155.15,0.155
PZ095200,PZ095200.fasta,155895,155.9,0.156
PZ095202,PZ095202.fasta,157180,157.18,0.157
PZ095203,PZ095203.fasta,154796,154.8,0.155
PZ095204,PZ095204.fasta,156282,156.28,0.156
PZ095205,PZ095205.fasta,133171,133.17,0.133
PZ095206,PZ095206.fasta,160223,160.22,0.16
PZ096696,PZ096696.fasta,159308,159.31,0.159
PZ098264,PZ098264.fasta,134652,134.65,0.135
PZ098265,PZ098265.fasta,134682,134.68,0.135
PZ098267,PZ098267.fasta,134748,134.75,0.135
PZ098269,PZ098269.fasta,137367,137.37,0.137
PZ098270,PZ098270.fasta,133074,133.07,0.133
PZ098272,PZ098272.fasta,134507,134.51,0.135
PZ098273,PZ098273.fasta,135621,135.62,0.136
PZ098280,PZ098280.fasta,136402,136.4,0.136
PZ098285,PZ098285.fasta,134735,134.74,0.135
PZ098286,PZ098286.fasta,134282,134.28,0.134
PZ098288,PZ098288.fasta,135827,135.83,0.136
PZ098289,PZ098289.fasta,136138,136.14,0.136
PZ098292,PZ098292.fasta,134830,134.83,0.135
PZ098294,PZ098294.fasta,134615,134.62,0.135
PZ098295,PZ098295.fasta,134587,134.59,0.135
PZ098297,PZ098297.fasta,134803,134.8,0.135
PZ098298,PZ098298.fasta,134787,134.79,0.135
PZ098299,PZ098299.fasta,134711,134.71,0.135
PZ098302,PZ098302.fasta,134706,134.71,0.135
PZ098303,PZ098303.fasta,134893,134.89,0.135
PZ098304,PZ098304.fasta,134660,134.66,0.135
PZ098305,PZ098305.fasta,134697,134.7,0.135
PZ098307,PZ098307.fasta,151747,151.75,0.152
PZ098308,PZ098308.fasta,134905,134.91,0.135
PZ098311,PZ098311.fasta,135730,135.73,0.136
PZ098312,PZ098312.fasta,134056,134.06,0.134
PZ098314,PZ098314.fasta,134506,134.51,0.135
PZ098315,PZ098315.fasta,134281,134.28,0.134
PZ098316,PZ098316.fasta,136641,136.64,0.137
PZ098318,PZ098318.fasta,135921,135.92,0.136
PZ098319,PZ098319.fasta,136442,136.44,0.136
PZ098321,PZ098321.fasta,135742,135.74,0.136
PZ098323,PZ098323.fasta,136110,136.11,0.136
PZ098325,PZ098325.fasta,135199,135.2,0.135
PZ098326,PZ098326.fasta,134388,134.39,0.134
PZ098328,PZ098328.fasta,134753,134.75,0.135
PZ098330,PZ098330.fasta,134546,134.55,0.135
PZ098331,PZ098331.fasta,134657,134.66,0.135
PZ098353,PZ098353.fasta,134231,134.23,0.134
PZ098354,PZ098354.fasta,135409,135.41,0.135
PZ098357,PZ098357.fasta,134665,134.66,0.135
PZ098358,PZ098358.fasta,134730,134.73,0.135
PZ098360,PZ098360.fasta,134790,134.79,0.135
PZ098362,PZ098362.fasta,134738,134.74,0.135
PZ098364,PZ098364.fasta,134771,134.77,0.135
PZ098365,PZ098365.fasta,135218,135.22,0.135
PZ098366,PZ098366.fasta,134311,134.31,0.134
PZ098367,PZ098367.fasta,134669,134.67,0.135
PZ098368,PZ098368.fasta,134697,134.7,0.135
PZ098369,PZ098369.fasta,134809,134.81,0.135
PZ098370,PZ098370.fasta,134691,134.69,0.135
PZ098374,PZ098374.fasta,135984,135.98,0.136
PZ098375,PZ098375.fasta,136504,136.5,0.137
PZ098376,PZ098376.fasta,134229,134.23,0.134
PZ098378,PZ098378.fasta,136038,136.04,0.136
PZ098379,PZ098379.fasta,136263,136.26,0.136
PZ098380,PZ098380.fasta,136027,136.03,0.136
PZ098381,PZ098381.fasta,135808,135.81,0.136
PZ098383,PZ098383.fasta,136115,136.12,0.136
PZ098385,PZ098385.fasta,136293,136.29,0.136
PZ098387,PZ098387.fasta,134771,134.77,0.135
PZ098389,PZ098389.fasta,134770,134.77,0.135
PZ098391,PZ098391.fasta,134778,134.78,0.135
PZ098393,PZ098393.fasta,134509,134.51,0.135
PZ098394,PZ098394.fasta,134742,134.74,0.135
PZ098397,PZ098397.fasta,134703,134.7,0.135
PZ098399,PZ098399.fasta,134820,134.82,0.135
PZ098400,PZ098400.fasta,134966,134.97,0.135
PZ098401,PZ098401.fasta,134771,134.77,0.135
PZ098403,PZ098403.fasta,135943,135.94,0.136
PZ098404,PZ098404.fasta,134325,134.32,0.134
PZ098405,PZ098405.fasta,134869,134.87,0.135
PZ098406,PZ098406.fasta,134626,134.63,0.135
PZ098407,PZ098407.fasta,134777,134.78,0.135
PZ098586,PZ098586.fasta,136103,136.1,0.136
PZ098588,PZ098588.fasta,135317,135.32,0.135
PZ098590,PZ098590.fasta,136264,136.26,0.136
PZ098592,PZ098592.fasta,136416,136.42,0.136
PZ098593,PZ098593.fasta,136385,136.38,0.136
PZ098596,PZ098596.fasta,136637,136.64,0.137
PZ098597,PZ098597.fasta,136688,136.69,0.137
PZ098602,PZ098602.fasta,136013,136.01,0.136
PZ098603,PZ098603.fasta,135879,135.88,0.136
PZ098604,PZ098604.fasta,135910,135.91,0.136
PZ098605,PZ098605.fasta,136316,136.32,0.136
PZ098607,PZ098607.fasta,136346,136.35,0.136
PZ098608,PZ098608.fasta,136488,136.49,0.136
PZ098609,PZ098609.fasta,132947,132.95,0.133
PZ098612,PZ098612.fasta,134842,134.84,0.135
PZ098613,PZ098613.fasta,134635,134.63,0.135
PZ098614,PZ098614.fasta,136135,136.13,0.136
PZ098616,PZ098616.fasta,134899,134.9,0.135
PZ098617,PZ098617.fasta,134757,134.76,0.135
PZ098619,PZ098619.fasta,134545,134.54,0.135
PZ098622,PZ098622.fasta,134820,134.82,0.135
PZ098624,PZ098624.fasta,134774,134.77,0.135
PZ098627,PZ098627.fasta,134788,134.79,0.135
PZ098629,PZ098629.fasta,134749,134.75,0.135
PZ098632,PZ098632.fasta,134400,134.4,0.134
PZ098635,PZ098635.fasta,134817,134.82,0.135
PZ101455,PZ101455.fasta,160925,160.93,0.161
PZ101788,PZ101788.fasta,152544,152.54,0.153
PZ101792,PZ101792.fasta,152565,152.56,0.153
PZ101794,PZ101794.fasta,156492,156.49,0.156
PZ101796,PZ101796.fasta,152532,152.53,0.153
PZ101797,PZ101797.fasta,152514,152.51,0.153
PZ101799,PZ101799.fasta,152646,152.65,0.153
PZ101803,PZ101803.fasta,152545,152.54,0.153
PZ101804,PZ101804.fasta,152543,152.54,0.153
PZ101809,PZ101809.fasta,152564,152.56,0.153
PZ101810,PZ101810.fasta,152568,152.57,0.153
PZ101811,PZ101811.fasta,152549,152.55,0.153
PZ117411,PZ117411.fasta,123160,123.16,0.123
PZ117412,PZ117412.fasta,122884,122.88,0.123
PZ122807,PZ122807.fasta,157702,157.7,0.158
PZ122809,PZ122809.fasta,158083,158.08,0.158
PZ122812,PZ122812.fasta,157745,157.75,0.158
PZ122813,PZ122813.fasta,156998,157.0,0.157
PZ122814,PZ122814.fasta,158039,158.04,0.158
PZ122815,PZ122815.fasta,158235,158.24,0.158
PZ122817,PZ122817.fasta,156997,157.0,0.157
PZ123182,PZ123182.fasta,158462,158.46,0.158
PZ127156,PZ127156.fasta,158237,158.24,0.158
PZ127157,PZ127157.fasta,158489,158.49,0.158
PZ127158,PZ127158.fasta,158179,158.18,0.158
PZ127291,PZ127291.fasta,122537,122.54,0.123
PZ127298,PZ127298.fasta,154425,154.43,0.154
PZ130064,PZ130064.fasta,151891,151.89,0.152
PZ130065,PZ130065.fasta,152168,152.17,0.152
PZ130067,PZ130067.fasta,151771,151.77,0.152
PZ130069,PZ130069.fasta,151789,151.79,0.152
PZ130071,PZ130071.fasta,151814,151.81,0.152
PZ130072,PZ130072.fasta,151638,151.64,0.152
PZ130073,PZ130073.fasta,151784,151.78,0.152
PZ137525,PZ137525.fasta,158159,158.16,0.158
PZ137531,PZ137531.fasta,156975,156.97,0.157
PZ137534,PZ137534.fasta,158159,158.16,0.158
PZ138197,PZ138197.fasta,161467,161.47,0.161
PZ138198,PZ138198.fasta,161288,161.29,0.161
PZ143189,PZ143189.fasta,151206,151.21,0.151
PZ148117,PZ148117.fasta,156044,156.04,0.156
PZ161428,PZ161428.fasta,166011,166.01,0.166
PZ161599,PZ161599.fasta,138428,138.43,0.138
PZ166663,PZ166663.fasta,166147,166.15,0.166
PZ166664,PZ166664.fasta,153750,153.75,0.154
PZ166665,PZ166665.fasta,155836,155.84,0.156
PZ166814,PZ166814.fasta,153168,153.17,0.153
PZ168310,PZ168310.fasta,147323,147.32,0.147
PZ168311,PZ168311.fasta,147557,147.56,0.148
PZ168312,PZ168312.fasta,146874,146.87,0.147
PZ168313,PZ168313.fasta,147202,147.2,0.147
PZ168314,PZ168314.fasta,147357,147.36,0.147
PZ168315,PZ168315.fasta,147464,147.46,0.147
PZ168318,PZ168318.fasta,151448,151.45,0.151
PZ168338,PZ168338.fasta,159993,159.99,0.16
PZ168339,PZ168339.fasta,152906,152.91,0.153
PZ168340,PZ168340.fasta,153846,153.85,0.154
PZ168341,PZ168341.fasta,151264,151.26,0.151
PZ168342,PZ168342.fasta,160869,160.87,0.161
PZ168343,PZ168343.fasta,156425,156.43,0.156
PZ168344,PZ168344.fasta,161549,161.55,0.162
PZ168345,PZ168345.fasta,161739,161.74,0.162
PZ168396,PZ168396.fasta,168352,168.35,0.168
PZ168867,PZ168867.fasta,163065,163.06,0.163
PZ169283,PZ169283.fasta,152057,152.06,0.152
PZ169284,PZ169284.fasta,151765,151.76,0.152
PZ169285,PZ169285.fasta,151891,151.89,0.152
PZ169286,PZ169286.fasta,151765,151.76,0.152
PZ169287,PZ169287.fasta,152274,152.27,0.152
PZ169289,PZ169289.fasta,151772,151.77,0.152
PZ169292,PZ169292.fasta,151777,151.78,0.152
PZ169293,PZ169293.fasta,151940,151.94,0.152
PZ169294,PZ169294.fasta,151781,151.78,0.152
PZ172408,PZ172408.fasta,125542,125.54,0.126
PZ172409,PZ172409.fasta,124287,124.29,0.124
PZ172410,PZ172410.fasta,125748,125.75,0.126
PZ173271,PZ173271.fasta,153338,153.34,0.153
PZ173272,PZ173272.fasta,153121,153.12,0.153
PZ179399,PZ179399.1.fasta,156988,156.99,0.157
PZ179616,PZ179616.1.fasta,122946,122.95,0.123
PZ180086,PZ180086.fasta,156357,156.36,0.156
PZ182191,PZ182191.fasta,153511,153.51,0.154
PZ182828,PZ182828.1.fasta,180035,180.03,0.18
PZ182829,PZ182829.1.fasta,179399,179.4,0.179
PZ182830,PZ182830.1.fasta,183885,183.88,0.184
PZ183444,PZ183444.fasta,155580,155.58,0.156
PZ188322,PZ188322.fasta,158144,158.14,0.158
PZ188367,PZ188367.fasta,124891,124.89,0.125
PZ188496,PZ188496.fasta,151988,151.99,0.152
PZ189089,PZ189089.1.fasta,156988,156.99,0.157
PZ189090,PZ189090.1.fasta,157009,157.01,0.157
PZ189091,PZ189091.1.fasta,157009,157.01,0.157
PZ189092,PZ189092.1.fasta,156938,156.94,0.157
PZ189093,PZ189093.1.fasta,157005,157.0,0.157
PZ211770,PZ211770.fasta,153654,153.65,0.154
PZ211771,PZ211771.fasta,153219,153.22,0.153
PZ211772,PZ211772.fasta,154048,154.05,0.154
PZ211773,PZ211773.fasta,153255,153.25,0.153
PZ211774,PZ211774.fasta,153943,153.94,0.154
PZ211775,PZ211775.fasta,153669,153.67,0.154
PZ226321,PZ226321.1.fasta,180947,180.95,0.181
PZ226531,PZ226531.fasta,152492,152.49,0.152
PZ229033,PZ229033.fasta,151548,151.55,0.152
PZ235491,PZ235491.fasta,171707,171.71,0.172
PZ236443,PZ236443.fasta,161983,161.98,0.162
PZ239384,PZ239384.fasta,158344,158.34,0.158
PZ239385,PZ239385.fasta,158320,158.32,0.158
PZ239387,PZ239387.fasta,158392,158.39,0.158
PZ239389,PZ239389.fasta,158631,158.63,0.159
PZ239390,PZ239390.fasta,157816,157.82,0.158
PZ239391,PZ239391.fasta,157816,157.82,0.158
PZ239404,PZ239404.fasta,155611,155.61,0.156
PZ239405,PZ239405.fasta,157164,157.16,0.157
PZ239406,PZ239406.fasta,155414,155.41,0.155
PZ239407,PZ239407.fasta,157244,157.24,0.157
PZ239408,PZ239408.fasta,156687,156.69,0.157
PZ239409,PZ239409.fasta,156337,156.34,0.156
PZ239410,PZ239410.fasta,155414,155.41,0.155
PZ239411,PZ239411.fasta,156991,156.99,0.157
PZ239412,PZ239412.fasta,156721,156.72,0.157
PZ239413,PZ239413.fasta,156983,156.98,0.157
PZ239414,PZ239414.fasta,155641,155.64,0.156
PZ239415,PZ239415.fasta,157181,157.18,0.157
PZ239416,PZ239416.fasta,157128,157.13,0.157
PZ239417,PZ239417.fasta,156111,156.11,0.156
PZ239418,PZ239418.fasta,158706,158.71,0.159
PZ239419,PZ239419.fasta,155893,155.89,0.156
PZ239420,PZ239420.fasta,155569,155.57,0.156
PZ239421,PZ239421.fasta,155572,155.57,0.156
PZ239422,PZ239422.fasta,155648,155.65,0.156
PZ239423,PZ239423.fasta,160544,160.54,0.161
PZ239424,PZ239424.fasta,157069,157.07,0.157
PZ239425,PZ239425.fasta,155414,155.41,0.155
PZ239426,PZ239426.fasta,157130,157.13,0.157
PZ247530,PZ247530.fasta,159075,159.07,0.159
PZ247582,PZ247582.fasta,161862,161.86,0.162
PZ247708,PZ247708.fasta,152762,152.76,0.153
PZ250435,PZ250435.fasta,157454,157.45,0.157
PZ250460,PZ250460.fasta,152545,152.54,0.153
PZ251004,PZ251004.fasta,149567,149.57,0.15
PZ258326,PZ258326.fasta,149980,149.98,0.15
PZ258586,PZ258586.fasta,168799,168.8,0.169
PZ258588,PZ258588.fasta,168800,168.8,0.169
PZ258589,PZ258589.fasta,169582,169.58,0.17
PZ258590,PZ258590.fasta,168980,168.98,0.169
PZ258591,PZ258591.fasta,169092,169.09,0.169
PZ258592,PZ258592.fasta,168779,168.78,0.169
PZ258593,PZ258593.fasta,169754,169.75,0.17
PZ258594,PZ258594.fasta,169270,169.27,0.169
PZ258595,PZ258595.fasta,168998,169.0,0.169
PZ258596,PZ258596.fasta,168961,168.96,0.169
PZ258597,PZ258597.fasta,169630,169.63,0.17
PZ264131,PZ264131.fasta,155723,155.72,0.156
PZ266516,PZ266516.fasta,176384,176.38,0.176
PZ266517,PZ266517.fasta,170976,170.98,0.171
PZ269784,PZ269784.1.fasta,214461,214.46,0.214
PZ269785,PZ269785.1.fasta,171565,171.56,0.172
PZ269957,PZ269957.fasta,152642,152.64,0.153
PZ270244,PZ270244.fasta,152290,152.29,0.152
PZ270246,PZ270246.fasta,151598,151.6,0.152
PZ270549,PZ270549.fasta,156304,156.3,0.156
PZ270550,PZ270550.fasta,156784,156.78,0.157
PZ270553,PZ270553.fasta,156318,156.32,0.156
PZ270554,PZ270554.fasta,156575,156.57,0.157
PZ270555,PZ270555.fasta,156285,156.28,0.156
PZ270556,PZ270556.fasta,156817,156.82,0.157
PZ270557,PZ270557.fasta,156737,156.74,0.157
PZ270558,PZ270558.fasta,156271,156.27,0.156
PZ270559,PZ270559.fasta,156275,156.28,0.156
PZ270565,PZ270565.fasta,156605,156.6,0.157
PZ270567,PZ270567.fasta,156322,156.32,0.156
PZ270568,PZ270568.fasta,156214,156.21,0.156
PZ276092,PZ276092.fasta,155954,155.95,0.156
PZ281924,PZ281924.fasta,151821,151.82,0.152
PZ282110,PZ282110.fasta,151162,151.16,0.151
PZ282241,PZ282241.fasta,160362,160.36,0.16
PZ286360,PZ286360.fasta,152689,152.69,0.153
PZ289272,PZ289272.fasta,169322,169.32,0.169
PZ289360,PZ289360.fasta,152939,152.94,0.153
PZ290133,PZ290133.1.fasta,126330,126.33,0.126
PZ291083,PZ291083.fasta,163049,163.05,0.163
PZ291594,PZ291594.fasta,138144,138.14,0.138
PZ291610,PZ291610.fasta,166118,166.12,0.166
PZ291611,PZ291611.fasta,165931,165.93,0.166
PZ301186,PZ301186.fasta,161030,161.03,0.161
PZ303173,PZ303173.fasta,163791,163.79,0.164
PZ307143,PZ307143.fasta,123333,123.33,0.123
PZ309718,PZ309718.fasta,169439,169.44,0.169
PZ309721,PZ309721.fasta,178166,178.17,0.178
PZ309722,PZ309722.fasta,173897,173.9,0.174
PZ309723,PZ309723.fasta,162120,162.12,0.162
PZ309724,PZ309724.fasta,167439,167.44,0.167
PZ309725,PZ309725.fasta,158485,158.49,0.158
PZ309726,PZ309726.fasta,175852,175.85,0.176
PZ316348,PZ316348.fasta,155618,155.62,0.156
PZ316349,PZ316349.fasta,157951,157.95,0.158
PZ316350,PZ316350.fasta,156476,156.48,0.156
PZ316380,PZ316380.fasta,170166,170.17,0.17
PZ316381,PZ316381.fasta,169473,169.47,0.169
PZ316382,PZ316382.fasta,169998,170.0,0.17
PZ316383,PZ316383.fasta,175154,175.15,0.175
PZ316384,PZ316384.fasta,169975,169.97,0.17
PZ316385,PZ316385.fasta,167758,167.76,0.168
PZ316386,PZ316386.fasta,170131,170.13,0.17
PZ316387,PZ316387.fasta,170250,170.25,0.17
PZ316388,PZ316388.fasta,170136,170.14,0.17
PZ316389,PZ316389.fasta,169361,169.36,0.169
PZ316390,PZ316390.fasta,169235,169.24,0.169
PZ316391,PZ316391.fasta,169425,169.43,0.169
PZ316392,PZ316392.fasta,169764,169.76,0.17
PZ316393,PZ316393.fasta,169957,169.96,0.17
PZ316394,PZ316394.fasta,169579,169.58,0.17
PZ316395,PZ316395.fasta,169288,169.29,0.169
PZ316396,PZ316396.fasta,169458,169.46,0.169
PZ316397,PZ316397.fasta,170507,170.51,0.171
PZ316398,PZ316398.fasta,170787,170.79,0.171
PZ316399,PZ316399.fasta,169257,169.26,0.169
PZ316400,PZ316400.fasta,168628,168.63,0.169
PZ316401,PZ316401.fasta,170037,170.04,0.17
PZ316402,PZ316402.fasta,170105,170.1,0.17
PZ316403,PZ316403.fasta,168574,168.57,0.169
PZ316404,PZ316404.fasta,169263,169.26,0.169
PZ316405,PZ316405.fasta,169084,169.08,0.169
PZ316406,PZ316406.fasta,169050,169.05,0.169
PZ316407,PZ316407.fasta,170423,170.42,0.17
PZ316408,PZ316408.fasta,168723,168.72,0.169
PZ316409,PZ316409.fasta,170426,170.43,0.17
PZ316410,PZ316410.fasta,168707,168.71,0.169
PZ316411,PZ316411.fasta,169618,169.62,0.17
PZ316412,PZ316412.fasta,169921,169.92,0.17
PZ316413,PZ316413.fasta,170161,170.16,0.17
PZ316414,PZ316414.fasta,169075,169.07,0.169
PZ316415,PZ316415.fasta,169559,169.56,0.17
PZ316416,PZ316416.fasta,169593,169.59,0.17
PZ316417,PZ316417.fasta,170095,170.09,0.17
PZ316418,PZ316418.fasta,168804,168.8,0.169
PZ316419,PZ316419.fasta,170361,170.36,0.17
PZ316420,PZ316420.fasta,169445,169.44,0.169
PZ316421,PZ316421.fasta,170378,170.38,0.17
PZ316422,PZ316422.fasta,167874,167.87,0.168
PZ316423,PZ316423.fasta,169009,169.01,0.169
PZ316424,PZ316424.fasta,169070,169.07,0.169
PZ316425,PZ316425.fasta,166986,166.99,0.167
PZ316426,PZ316426.fasta,169919,169.92,0.17
PZ316427,PZ316427.fasta,169259,169.26,0.169
PZ316428,PZ316428.fasta,179567,179.57,0.18
PZ316429,PZ316429.fasta,170434,170.43,0.17
PZ316430,PZ316430.fasta,170385,170.38,0.17
PZ316431,PZ316431.fasta,167968,167.97,0.168
PZ316432,PZ316432.fasta,169835,169.84,0.17
PZ316433,PZ316433.fasta,170150,170.15,0.17
PZ316434,PZ316434.fasta,170072,170.07,0.17
PZ316435,PZ316435.fasta,169026,169.03,0.169
PZ316436,PZ316436.fasta,169145,169.15,0.169
PZ316437,PZ316437.fasta,170769,170.77,0.171
PZ316438,PZ316438.fasta,171027,171.03,0.171
PZ316439,PZ316439.fasta,168864,168.86,0.169
PZ316440,PZ316440.fasta,170381,170.38,0.17
PZ316441,PZ316441.fasta,170192,170.19,0.17
PZ316442,PZ316442.fasta,133127,133.13,0.133
PZ316443,PZ316443.fasta,169582,169.58,0.17
PZ316444,PZ316444.fasta,169770,169.77,0.17
PZ316445,PZ316445.fasta,169808,169.81,0.17
PZ316446,PZ316446.fasta,169796,169.8,0.17
PZ316447,PZ316447.fasta,169952,169.95,0.17
PZ316448,PZ316448.fasta,169886,169.89,0.17
PZ316449,PZ316449.fasta,169704,169.7,0.17
PZ316450,PZ316450.fasta,168895,168.9,0.169
PZ316595,PZ316595.fasta,151933,151.93,0.152
PZ322776,PZ322776.fasta,164178,164.18,0.164
PZ322778,PZ322778.fasta,153895,153.9,0.154
PZ324722,PZ324722.fasta,151068,151.07,0.151
PZ335589,PZ335589.fasta,166595,166.59,0.167
PZ337562,PZ337562.fasta,161323,161.32,0.161
PZ337663,PZ337663.fasta,161229,161.23,0.161
PZ342510,PZ342510.fasta,152163,152.16,0.152
PZ347669,PZ347669.fasta,162681,162.68,0.163
PZ347914,PZ347914.fasta,177455,177.46,0.177
PZ348023,PZ348023.fasta,160236,160.24,0.16
PZ348025,PZ348025.fasta,160614,160.61,0.161
PZ348028,PZ348028.fasta,160365,160.37,0.16
PZ351331,PZ351331.fasta,155568,155.57,0.156
PZ368383,PZ368383.fasta,123096,123.1,0.123
PZ369174,PZ369174.fasta,160190,160.19,0.16
PZ369833,PZ369833.fasta,122513,122.51,0.123
PZ369834,PZ369834.fasta,123079,123.08,0.123
PZ369835,PZ369835.fasta,122677,122.68,0.123
PZ369836,PZ369836.fasta,123560,123.56,0.124
PZ369837,PZ369837.fasta,123425,123.42,0.123
PZ369839,PZ369839.fasta,123507,123.51,0.124
PZ369840,PZ369840.fasta,122487,122.49,0.122
PZ369841,PZ369841.fasta,124144,124.14,0.124
PZ369842,PZ369842.fasta,123748,123.75,0.124
PZ369843,PZ369843.fasta,123949,123.95,0.124
PZ369860,PZ369860.fasta,154852,154.85,0.155
PZ369861,PZ369861.fasta,157037,157.04,0.157
PZ379501,PZ379501.fasta,153852,153.85,0.154
PZ379502,PZ379502.fasta,156093,156.09,0.156
PZ381150,PZ381150.fasta,141181,141.18,0.141
PZ381390,PZ381390.fasta,139211,139.21,0.139
PZ381391,PZ381391.fasta,154583,154.58,0.155
PZ382285,PZ382285.1.fasta,124153,124.15,0.124
